"","site","year","Btotal","Brepl","Bdiff","SPEI.comp"
"1","core_black","2000",0.822503353586946,0.23170962312018,0.590793730466766,NA
"2","core_black","2000",0.957456640310397,0.0024024485471776,0.955054191763219,NA
"3","core_black","2000",0.427374048154094,0.0637111728634775,0.363662875290616,NA
"4","core_black","2000",0.862649270283606,0.271762551433823,0.590886718849783,NA
"5","core_black","2000",0.99234215703524,0.00241826619939796,0.989923890835842,NA
"6","core_black","2000",0.576214633093518,0.210953323868585,0.365261309224933,NA
"7","core_black","2000",0.839353256957324,0.340544542069805,0.498808714887519,NA
"8","core_black","2000",0.84167166949678,0.271543457664365,0.570128211832416,NA
"9","core_black","2000",0.807224374410894,0.205160651814104,0.60206372259679,NA
"10","core_black","2000",0.856330590980305,0.221330953338082,0.634999637642222,NA
"11","core_black","2000",0.480217484893602,0.265874739959329,0.214342744934273,NA
"12","core_black","2000",0.956097480342073,0.0297945189588625,0.926302961383211,NA
"13","core_black","2000",0.967246290840754,0.0475173213474428,0.919728969493312,NA
"14","core_black","2000",0.851363908737317,0.280938546122874,0.570425362614443,NA
"15","core_black","2000",0.967356136689157,0.0580983043448923,0.909257832344265,NA
"16","core_black","2000",0.659271975657514,0.119969359564297,0.539302616093217,NA
"17","core_black","2000",0.963759752607795,0.0176733261255139,0.946086426482281,NA
"18","core_black","2000",0.881601449016987,0.326662857270447,0.55493859174654,NA
"19","core_black","2000",0.932700469787099,0.433072637650747,0.499627832136353,NA
"20","core_black","2000",0.846034583595085,0.242548258720072,0.603486324875014,NA
"21","core_black","2000",0.67540632147952,0.601638089183586,0.0737682322959339,NA
"22","core_black","2000",0.986419985588902,0.00140829779078052,0.985011687798122,NA
"23","core_black","2000",0.971115741781564,0.0131473175339089,0.957968424247655,NA
"24","core_black","2000",0.982100116989834,0.0455811228564875,0.936518994133347,NA
"25","core_black","2000",0.980952901559445,0.003408428141994,0.977544473417451,NA
"26","core_black","2000",0.968417452106568,0.0168837520185015,0.951533700088066,NA
"27","core_black","2000",0.971494238703845,0.168284815883411,0.803209422820434,NA
"28","core_black","2000",0.377812172447384,0.106065504849152,0.271746667598232,NA
"29","core_black","2000",0.87025718689236,0.00399208655715816,0.866265100335202,NA
"30","core_black","2000",0.878960327864625,0.142683757789667,0.736276570074958,NA
"31","core_black","2000",0.579326794710419,0.545138491130621,0.034188303579798,NA
"32","core_black","2000",0.976320654605909,0.00599477098584578,0.970325883620064,NA
"33","core_black","2000",0.887157128942903,0.139541885066485,0.747615243876418,NA
"34","core_black","2000",0.27098665742815,0.112342458384644,0.158644199043506,NA
"35","core_black","2000",0.380210631365583,0.359694670810065,0.0205159605555181,NA
"36","core_black","2000",0.436025952767806,0.429697766303231,0.00632818646457416,NA
"37","core_black","2000",0.578145332599274,0.47271549442623,0.105429838173044,NA
"38","core_black","2000",0.856596118612978,0.170217753273683,0.686378365339295,NA
"39","core_black","2000",0.873202179079767,0.0900102089727655,0.783191970107001,NA
"40","core_black","2000",0.896097468912489,0.1201696241899,0.775927844722589,NA
"41","core_black","2000",0.342200955097056,0.330882910675098,0.0113180444219584,NA
"42","core_black","2000",0.844211945484144,0.0599483298199245,0.78426361566422,NA
"43","core_black","2000",0.652587088149968,0.484635329158736,0.167951758991233,NA
"44","core_black","2000",0.893269459586541,0.0533652702067292,0.839904189379812,NA
"45","core_black","2000",0.610522566961057,0.600260797703709,0.0102617692573483,NA
"46","core_black","2000",0.892205174046677,0.0221523312050865,0.870052842841591,NA
"47","core_black","2000",0.547394726803698,0.505584823913849,0.0418099028898488,NA
"48","core_black","2000",0.660814709139938,0.0463058259987526,0.614508883141186,NA
"49","core_black","2000",0.958274805777102,0.00260157086281861,0.955673234914283,NA
"50","core_black","2000",0.894967976923165,0.00459265500145857,0.890375321921707,NA
"51","core_black","2000",0.897992329302643,0.041743773023126,0.856248556279517,NA
"52","core_black","2000",0.937668868571143,0.000600299821144699,0.937068568749998,NA
"53","core_black","2000",0.885145439572729,0.0121318236988113,0.873013615873918,NA
"54","core_black","2000",0.828462657117174,0.290609438138255,0.537853218978918,NA
"55","core_black","2000",0.861270775691409,0.15825817221923,0.703012603472179,NA
"56","core_black","2000",0.973579616119552,0.00180138981003052,0.971778226309522,NA
"57","core_black","2000",0.86444048111503,0.00518697202503197,0.859253509089998,NA
"58","core_black","2000",0.816356268350038,0.0316898615173033,0.784666406832734,NA
"59","core_black","2000",0.974907043659144,0.00159955100180753,0.973307492657337,NA
"60","core_black","2000",0.893284593661536,0.00558510537846167,0.887699488283074,NA
"61","core_black","2000",0.873215213236759,0.00339423838578756,0.869820974850972,NA
"62","core_black","2000",0.86907506729609,0.00379492558562058,0.86528014171047,NA
"63","core_black","2000",0.849730589865447,0.00498902424085499,0.844741565624592,NA
"64","core_black","2000",0.967960537552707,0.00180221976266022,0.966158317790047,NA
"65","core_black","2000",0.488984192826657,0.25694603437609,0.232038158450567,NA
"66","core_black","2000",0.579877627151103,0.383090801108174,0.196786826042929,NA
"67","core_black","2000",0.873280994368293,0.00618141490886377,0.867099579459429,NA
"68","core_black","2000",0.7739639964793,0.548467579512654,0.225496416966647,NA
"69","core_black","2000",0.900557654421091,0.00598449421738666,0.894573160203705,NA
"70","core_black","2000",0.4834770556404,0.454911922346396,0.0285651332940041,NA
"71","core_black","2000",0.873090103265474,0.00558722815812376,0.867502875107351,NA
"72","core_black","2000",0.984744741701075,0.00120436249728354,0.983540379203792,NA
"73","core_black","2000",0.86199484963053,0.00319548828641317,0.858799361344117,NA
"74","core_black","2000",0.951561766468812,0.00100078994899148,0.950560976519821,NA
"75","core_black","2000",0.703073670648045,0.0444020268530263,0.658671643795018,NA
"76","core_black","2000",0.700869807951567,0.568412576939781,0.132457231011786,NA
"77","core_black","2000",0.850503776117939,0.821472417169405,0.0290313589485337,NA
"78","core_black","2000",0.648882213471187,0.167495645557064,0.481386567914123,NA
"79","core_black","2000",0.68158646240798,0.627823582882912,0.0537628795250675,NA
"80","core_black","2000",0.863247952757672,0.323476025911038,0.539771926846633,NA
"81","core_black","2000",0.96918378611419,0.000800421139891167,0.968383364974299,NA
"82","core_black","2000",0.88736853877128,0.141625698772747,0.745742839998533,NA
"83","core_black","2000",0.994558342859475,0.000201542857056469,0.994356800002419,NA
"84","core_black","2000",0.36978645317778,0.32594654686223,0.0438399063155501,NA
"85","core_black","2000",0.8740569698999,0.197073345596864,0.676983624303036,NA
"86","core_black","2000",0.884187986808145,0.159448654092443,0.724739332715702,NA
"87","core_black","2000",0.84732483026487,0.087625598670037,0.759699231594833,NA
"88","core_black","2000",0.871883887126154,0.0856022458215383,0.786281641304616,NA
"89","core_black","2000",0.480309867418604,0.338596064642227,0.141713802776377,NA
"90","core_black","2000",0.969647909675065,0.0133350167329221,0.956312892942143,NA
"91","core_black","2000",0.973720712470837,0.0190400875682991,0.954680624902538,NA
"92","core_black","2000",0.88355331330024,0.154647105316004,0.728906207984236,NA
"93","core_black","2000",0.977234442794905,0.0325222245787078,0.944712218216197,NA
"94","core_black","2000",0.762314129831852,0.0449755245896125,0.71733860524224,NA
"95","core_black","2000",0.974382875856648,0.00540361212398831,0.96897926373266,NA
"96","core_black","2000",0.891737745522042,0.168530074652658,0.723207670869384,NA
"97","core_black","2000",0.928752384250554,0.644193801152305,0.284558583098248,NA
"98","core_black","2000",0.867746232265012,0.105916699375155,0.761829532889856,NA
"99","core_black","2000",0.715634705408536,0.351788718062715,0.363845987345822,NA
"100","core_black","2000",0.99107509463005,0,0.99107509463005,NA
"101","core_black","2000",0.980681993072176,0.00580541140836152,0.974876581663815,NA
"102","core_black","2000",0.987117395667174,0.0255670147528397,0.961550380914334,NA
"103","core_black","2000",0.987836026156171,0.00160845935125006,0.986227566804921,NA
"104","core_black","2000",0.979492010321344,0.00915890801182682,0.970333102309518,NA
"105","core_black","2000",0.975517952900908,0.0971661013271366,0.878351851573771,NA
"106","core_black","2000",0.302739628799102,0.190219506848058,0.112520121951044,NA
"107","core_black","2000",0.974494277577071,0.00500112204371165,0.969493155533359,NA
"108","core_black","2000",0.875467906994125,0.105387889971486,0.770080017022638,NA
"109","core_black","2000",0.675339866539361,0.522257016565139,0.153082849974223,NA
"110","core_black","2000",0.702440636129922,0.65479491921303,0.0476457169168925,NA
"111","core_black","2000",0.677000303543159,0.650513070997113,0.0264872325460458,NA
"112","core_black","2000",0.641351052776077,0.573181945891585,0.068169106884492,NA
"113","core_black","2000",0.897583636855805,0.219081959421495,0.678501677434311,NA
"114","core_black","2000",0.87727014635962,0.111108782048566,0.766161364311054,NA
"115","core_black","2000",0.888637483882929,0.121230080836305,0.767407403046625,NA
"116","core_black","2000",0.647725576696501,0.605957960809265,0.0417676158872365,NA
"117","core_black","2000",0.895498740972308,0.160615491428125,0.734883249544183,NA
"118","core_black","2000",0.742532099104722,0.556090233509655,0.186441865595067,NA
"119","core_black","2000",0.886789346312878,0.0535390021736175,0.83325034413926,NA
"120","core_black","2000",0.323695808095283,0.270985064796839,0.0527107432984448,NA
"121","core_black","2000",0.912431178457464,0.0484215557247469,0.864009622732717,NA
"122","core_black","2000",0.619459861579739,0.612942180309507,0.00651768127023211,NA
"123","core_black","2000",0.734246658960114,0.129649465216925,0.604597193743189,NA
"124","core_black","2000",0.955628944908715,0.00159895694022649,0.954029987968488,NA
"125","core_black","2000",0.907240523404753,0.0361604739269607,0.871080049477792,NA
"126","core_black","2000",0.914269046208112,0.0812187983291574,0.833050247878954,NA
"127","core_black","2000",0.935963718770937,0.00319681903171609,0.932766899739221,NA
"128","core_black","2000",0.902108228211891,0.0527933734419452,0.849314854769946,NA
"129","core_black","2000",0.871981238658492,0.375770805815873,0.49621043284262,NA
"130","core_black","2000",0.89031148252177,0.188943226638802,0.701368255882968,NA
